coor   121
         1    0.00000E+00    0.10000E+01    0.00000E+00
         2    0.10000E+00    0.10000E+01    0.00000E+00
         3    0.20000E+00    0.10000E+01    0.00000E+00
         4    0.30000E+00    0.10000E+01    0.00000E+00
         5    0.40000E+00    0.10000E+01    0.00000E+00
         6    0.50000E+00    0.10000E+01    0.00000E+00
         7    0.60000E+00    0.10000E+01    0.00000E+00
         8    0.70000E+00    0.10000E+01    0.00000E+00
         9    0.80000E+00    0.10000E+01    0.00000E+00
        10    0.90000E+00    0.10000E+01    0.00000E+00
        11    0.10000E+01    0.10000E+01    0.00000E+00
        12    0.00000E+00    0.90000E+00    0.00000E+00
        13    0.10000E+00    0.90000E+00    0.00000E+00
        14    0.20000E+00    0.90000E+00    0.00000E+00
        15    0.30000E+00    0.90000E+00    0.00000E+00
        16    0.40000E+00    0.90000E+00    0.00000E+00
        17    0.50000E+00    0.90000E+00    0.00000E+00
        18    0.60000E+00    0.90000E+00    0.00000E+00
        19    0.70000E+00    0.90000E+00    0.00000E+00
        20    0.80000E+00    0.90000E+00    0.00000E+00
        21    0.90000E+00    0.90000E+00    0.00000E+00
        22    0.10000E+01    0.90000E+00    0.00000E+00
        23    0.00000E+00    0.80000E+00    0.00000E+00
        24    0.10000E+00    0.80000E+00    0.00000E+00
        25    0.20000E+00    0.80000E+00    0.00000E+00
        26    0.30000E+00    0.80000E+00    0.00000E+00
        27    0.40000E+00    0.80000E+00    0.00000E+00
        28    0.50000E+00    0.80000E+00    0.00000E+00
        29    0.60000E+00    0.80000E+00    0.00000E+00
        30    0.70000E+00    0.80000E+00    0.00000E+00
        31    0.80000E+00    0.80000E+00    0.00000E+00
        32    0.90000E+00    0.80000E+00    0.00000E+00
        33    0.10000E+01    0.80000E+00    0.00000E+00
        34    0.00000E+00    0.70000E+00    0.00000E+00
        35    0.10000E+00    0.70000E+00    0.00000E+00
        36    0.20000E+00    0.70000E+00    0.00000E+00
        37    0.30000E+00    0.70000E+00    0.00000E+00
        38    0.40000E+00    0.70000E+00    0.00000E+00
        39    0.50000E+00    0.70000E+00    0.00000E+00
        40    0.60000E+00    0.70000E+00    0.00000E+00
        41    0.70000E+00    0.70000E+00    0.00000E+00
        42    0.80000E+00    0.70000E+00    0.00000E+00
        43    0.90000E+00    0.70000E+00    0.00000E+00
        44    0.10000E+01    0.70000E+00    0.00000E+00
        45    0.00000E+00    0.60000E+00    0.00000E+00
        46    0.10000E+00    0.60000E+00    0.00000E+00
        47    0.20000E+00    0.60000E+00    0.00000E+00
        48    0.30000E+00    0.60000E+00    0.00000E+00
        49    0.40000E+00    0.60000E+00    0.00000E+00
        50    0.50000E+00    0.60000E+00    0.00000E+00
        51    0.60000E+00    0.60000E+00    0.00000E+00
        52    0.70000E+00    0.60000E+00    0.00000E+00
        53    0.80000E+00    0.60000E+00    0.00000E+00
        54    0.90000E+00    0.60000E+00    0.00000E+00
        55    0.10000E+01    0.60000E+00    0.00000E+00
        56    0.00000E+00    0.50000E+00    0.00000E+00
        57    0.10000E+00    0.50000E+00    0.00000E+00
        58    0.20000E+00    0.50000E+00    0.00000E+00
        59    0.30000E+00    0.50000E+00    0.00000E+00
        60    0.40000E+00    0.50000E+00    0.00000E+00
